[Header]	
System	TOC_TN	
S/W Version	1.00	
User		
Date/Time	23/12/2022 09:11:58	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Comments	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Mean Result	SD Area	CV Area	SD Conc	CV Conc	Excluded	Inj. Vol.	
Unknown	TOC	Untitled	Untitled	C:\TOC-L\Methods\TOC_TN_TOCcheck.met	C:\TOC-L\CalCurves\TOC_TN_TC_5_50ppm.2021_10_13_16_05_25.cal	1.00			12/12/2022 12:06:46	1	5	TC	170.2	169.6	40.94	40.79	TOC:3.076mg/L TC:40.79mg/L IC:37.72mg/L	TOC:3.076mg/L TC:40.79mg/L IC:37.72mg/L	1.834	1.08	0.4397	1.08	0	50	
Unknown	TOC	Untitled	Untitled	C:\TOC-L\Methods\TOC_TN_TOCcheck.met	C:\TOC-L\CalCurves\TOC_TN_IC_5_50ppm.2021_10_14_18_13_31.cal	1.00			12/12/2022 12:11:34	1	1	IC	175.2	174.2	37.94	37.72	TOC:3.076mg/L TC:40.79mg/L IC:37.72mg/L	TOC:3.076mg/L TC:40.79mg/L IC:37.72mg/L	1.485	0.85	0.3162	0.84	0	50	
Unknown	TOC	Untitled	Untitled	C:\TOC-L\Methods\TOC_TN_TOCcheck.met	C:\TOC-L\CalCurves\TOC_TN_IC_5_50ppm.2021_10_14_18_13_31.cal	1.00			12/12/2022 12:14:05	1	2	IC	173.1	174.2	37.49	37.72	TOC:3.076mg/L TC:40.79mg/L IC:37.72mg/L	TOC:3.076mg/L TC:40.79mg/L IC:37.72mg/L	1.485	0.85	0.3162	0.84	0	50	
Unknown	TN	control	Untitled	C:\TOC-L\Methods\TOC_TN_TNcheck.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 12:22:21	1	1	TN	311.7	285.9	67.76	62.30	TN:62.30mg/L	TN:62.30mg/L	3.736	1.31	0.7899	1.27	1	40	
Unknown	TN	control	Untitled	C:\TOC-L\Methods\TOC_TN_TNcheck.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 12:26:17	1	2	TN	289.3	285.9	63.02	62.30	TN:62.30mg/L	TN:62.30mg/L	3.736	1.31	0.7899	1.27	0	40	
Unknown	TN	control	Untitled	C:\TOC-L\Methods\TOC_TN_TNcheck.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 12:30:10	1	3	TN	286.5	285.9	62.43	62.30	TN:62.30mg/L	TN:62.30mg/L	3.736	1.31	0.7899	1.27	0	40	
Unknown	TN	control	Untitled	C:\TOC-L\Methods\TOC_TN_TNcheck.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 12:34:03	1	4	TN	281.9	285.9	61.46	62.30	TN:62.30mg/L	TN:62.30mg/L	3.736	1.31	0.7899	1.27	0	40	
Unknown	TOC/TN	DI	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TC_5_50ppm.2021_10_13_16_05_25.cal	1.00			12/12/2022 12:39:51	1	1	TC	0.6956	0.4361	0.3030	0.2408	TOC:-0.4834mg/L TC:0.2408mg/L IC:0.7242mg/L TN:1.859mg/L	TOC:-0.4834mg/L TC:0.2408mg/L IC:0.7242mg/L TN:1.859mg/L	0.04002	9.18	0.00960	3.99	1	50	
Unknown	TOC/TN	DI	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TC_5_50ppm.2021_10_13_16_05_25.cal	1.00			12/12/2022 12:42:01	1	2	TC	0.8530	0.4361	0.3408	0.2408	TOC:-0.4834mg/L TC:0.2408mg/L IC:0.7242mg/L TN:1.859mg/L	TOC:-0.4834mg/L TC:0.2408mg/L IC:0.7242mg/L TN:1.859mg/L	0.04002	9.18	0.00960	3.99	1	50	
Unknown	TOC/TN	DI	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TC_5_50ppm.2021_10_13_16_05_25.cal	1.00			12/12/2022 12:44:08	1	3	TC	0.4644	0.4361	0.2476	0.2408	TOC:-0.4834mg/L TC:0.2408mg/L IC:0.7242mg/L TN:1.859mg/L	TOC:-0.4834mg/L TC:0.2408mg/L IC:0.7242mg/L TN:1.859mg/L	0.04002	9.18	0.00960	3.99	0	50	
Unknown	TOC/TN	DI	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TC_5_50ppm.2021_10_13_16_05_25.cal	1.00			12/12/2022 12:46:17	1	4	TC	0.4078	0.4361	0.2340	0.2408	TOC:-0.4834mg/L TC:0.2408mg/L IC:0.7242mg/L TN:1.859mg/L	TOC:-0.4834mg/L TC:0.2408mg/L IC:0.7242mg/L TN:1.859mg/L	0.04002	9.18	0.00960	3.99	0	50	
Unknown	TOC/TN	DI	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_IC_5_50ppm.2021_10_14_18_13_31.cal	1.00			12/12/2022 12:49:15	1	1	IC	0.2222	0.4175	0.6826	0.7242	TOC:-0.4834mg/L TC:0.2408mg/L IC:0.7242mg/L TN:1.859mg/L	TOC:-0.4834mg/L TC:0.2408mg/L IC:0.7242mg/L TN:1.859mg/L	0.01386	3.32	0.00295	0.41	1	50	
Unknown	TOC/TN	DI	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_IC_5_50ppm.2021_10_14_18_13_31.cal	1.00			12/12/2022 12:51:26	1	2	IC	0.4077	0.4175	0.7221	0.7242	TOC:-0.4834mg/L TC:0.2408mg/L IC:0.7242mg/L TN:1.859mg/L	TOC:-0.4834mg/L TC:0.2408mg/L IC:0.7242mg/L TN:1.859mg/L	0.01386	3.32	0.00295	0.41	0	50	
Unknown	TOC/TN	DI	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_IC_5_50ppm.2021_10_14_18_13_31.cal	1.00			12/12/2022 12:53:54	1	3	IC	0.4273	0.4175	0.7263	0.7242	TOC:-0.4834mg/L TC:0.2408mg/L IC:0.7242mg/L TN:1.859mg/L	TOC:-0.4834mg/L TC:0.2408mg/L IC:0.7242mg/L TN:1.859mg/L	0.01386	3.32	0.00295	0.41	0	50	
Unknown	TOC/TN	DI	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 12:39:51	1	1	TN	3.127	0.000	2.388	1.859	TOC:-0.4834mg/L TC:0.2408mg/L IC:0.7242mg/L TN:1.859mg/L	TOC:-0.4834mg/L TC:0.2408mg/L IC:0.7242mg/L TN:1.859mg/L	0.000	0.00	0.000	0.00	1	50	
Unknown	TOC/TN	DI	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 12:42:01	1	2	TN	0.000	0.000	1.859	1.859	TOC:-0.4834mg/L TC:0.2408mg/L IC:0.7242mg/L TN:1.859mg/L	TOC:-0.4834mg/L TC:0.2408mg/L IC:0.7242mg/L TN:1.859mg/L	0.000	0.00	0.000	0.00	0	50	
Unknown	TOC/TN	DI	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 12:44:08	1	3	TN	0.000	0.000	1.859	1.859	TOC:-0.4834mg/L TC:0.2408mg/L IC:0.7242mg/L TN:1.859mg/L	TOC:-0.4834mg/L TC:0.2408mg/L IC:0.7242mg/L TN:1.859mg/L	0.000	0.00	0.000	0.00	0	50	
Unknown	TOC/TN	DI	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 12:46:17	1	4	TN	0.000	0.000	1.859	1.859	TOC:-0.4834mg/L TC:0.2408mg/L IC:0.7242mg/L TN:1.859mg/L	TOC:-0.4834mg/L TC:0.2408mg/L IC:0.7242mg/L TN:1.859mg/L	0.000	0.00	0.000	0.00	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S0_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TC_5_50ppm.2021_10_13_16_05_25.cal	1.00			12/12/2022 13:00:03	1	1	TC	204.3	204.7	49.12	49.22	TOC:34.57mg/L TC:49.22mg/L IC:14.65mg/L TN:23.23mg/L	TOC:34.57mg/L TC:49.22mg/L IC:14.65mg/L TN:23.23mg/L	0.5657	0.28	0.1356	0.28	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S0_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TC_5_50ppm.2021_10_13_16_05_25.cal	1.00			12/12/2022 13:02:52	1	2	TC	205.1	204.7	49.31	49.22	TOC:34.57mg/L TC:49.22mg/L IC:14.65mg/L TN:23.23mg/L	TOC:34.57mg/L TC:49.22mg/L IC:14.65mg/L TN:23.23mg/L	0.5657	0.28	0.1356	0.28	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S0_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_IC_5_50ppm.2021_10_14_18_13_31.cal	1.00			12/12/2022 13:13:52	1	1	IC	66.17	65.81	14.72	14.65	TOC:34.57mg/L TC:49.22mg/L IC:14.65mg/L TN:23.23mg/L	TOC:34.57mg/L TC:49.22mg/L IC:14.65mg/L TN:23.23mg/L	0.5091	0.77	0.1084	0.74	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S0_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_IC_5_50ppm.2021_10_14_18_13_31.cal	1.00			12/12/2022 13:16:03	1	2	IC	65.45	65.81	14.57	14.65	TOC:34.57mg/L TC:49.22mg/L IC:14.65mg/L TN:23.23mg/L	TOC:34.57mg/L TC:49.22mg/L IC:14.65mg/L TN:23.23mg/L	0.5091	0.77	0.1084	0.74	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S0_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 13:00:03	1	1	TN	119.8	126.3	22.12	23.23	TOC:34.57mg/L TC:49.22mg/L IC:14.65mg/L TN:23.23mg/L	TOC:34.57mg/L TC:49.22mg/L IC:14.65mg/L TN:23.23mg/L	2.419	1.92	0.4092	1.76	1	50	
Unknown	TOC/TN	MBR_12.12.2022_S0_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 13:02:52	1	2	TN	123.6	126.3	22.76	23.23	TOC:34.57mg/L TC:49.22mg/L IC:14.65mg/L TN:23.23mg/L	TOC:34.57mg/L TC:49.22mg/L IC:14.65mg/L TN:23.23mg/L	2.419	1.92	0.4092	1.76	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S0_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 13:05:37	1	3	TN	127.2	126.3	23.37	23.23	TOC:34.57mg/L TC:49.22mg/L IC:14.65mg/L TN:23.23mg/L	TOC:34.57mg/L TC:49.22mg/L IC:14.65mg/L TN:23.23mg/L	2.419	1.92	0.4092	1.76	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S0_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 13:08:29	1	4	TN	134.1	126.3	24.54	23.23	TOC:34.57mg/L TC:49.22mg/L IC:14.65mg/L TN:23.23mg/L	TOC:34.57mg/L TC:49.22mg/L IC:14.65mg/L TN:23.23mg/L	2.419	1.92	0.4092	1.76	1	50	
Unknown	TOC/TN	MBR_12.12.2022_S0_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 13:11:15	1	5	TN	128.2	126.3	23.54	23.23	TOC:34.57mg/L TC:49.22mg/L IC:14.65mg/L TN:23.23mg/L	TOC:34.57mg/L TC:49.22mg/L IC:14.65mg/L TN:23.23mg/L	2.419	1.92	0.4092	1.76	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S2_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TC_5_50ppm.2021_10_13_16_05_25.cal	1.00			12/12/2022 13:22:19	1	1	TC	148.7	146.8	35.79	35.33	TOC:6.241mg/L TC:35.33mg/L IC:29.09mg/L TN:26.27mg/L	TOC:6.241mg/L TC:35.33mg/L IC:29.09mg/L TN:26.27mg/L	2.687	1.83	0.6443	1.82	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S2_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TC_5_50ppm.2021_10_13_16_05_25.cal	1.00			12/12/2022 13:25:07	1	2	TC	144.9	146.8	34.88	35.33	TOC:6.241mg/L TC:35.33mg/L IC:29.09mg/L TN:26.27mg/L	TOC:6.241mg/L TC:35.33mg/L IC:29.09mg/L TN:26.27mg/L	2.687	1.83	0.6443	1.82	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S2_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_IC_5_50ppm.2021_10_14_18_13_31.cal	1.00			12/12/2022 13:36:06	1	1	IC	132.4	133.7	28.83	29.09	TOC:6.241mg/L TC:35.33mg/L IC:29.09mg/L TN:26.27mg/L	TOC:6.241mg/L TC:35.33mg/L IC:29.09mg/L TN:26.27mg/L	1.768	1.32	0.3764	1.29	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S2_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_IC_5_50ppm.2021_10_14_18_13_31.cal	1.00			12/12/2022 13:38:22	1	2	IC	134.9	133.7	29.36	29.09	TOC:6.241mg/L TC:35.33mg/L IC:29.09mg/L TN:26.27mg/L	TOC:6.241mg/L TC:35.33mg/L IC:29.09mg/L TN:26.27mg/L	1.768	1.32	0.3764	1.29	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S2_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 13:22:19	1	1	TN	146.7	144.3	26.67	26.27	TOC:6.241mg/L TC:35.33mg/L IC:29.09mg/L TN:26.27mg/L	TOC:6.241mg/L TC:35.33mg/L IC:29.09mg/L TN:26.27mg/L	3.194	2.21	0.5402	2.06	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S2_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 13:25:07	1	2	TN	140.7	144.3	25.66	26.27	TOC:6.241mg/L TC:35.33mg/L IC:29.09mg/L TN:26.27mg/L	TOC:6.241mg/L TC:35.33mg/L IC:29.09mg/L TN:26.27mg/L	3.194	2.21	0.5402	2.06	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S2_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 13:27:57	1	3	TN	145.6	144.3	26.48	26.27	TOC:6.241mg/L TC:35.33mg/L IC:29.09mg/L TN:26.27mg/L	TOC:6.241mg/L TC:35.33mg/L IC:29.09mg/L TN:26.27mg/L	3.194	2.21	0.5402	2.06	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S2_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 13:30:40	1	4	TN	128.7	144.3	23.63	26.27	TOC:6.241mg/L TC:35.33mg/L IC:29.09mg/L TN:26.27mg/L	TOC:6.241mg/L TC:35.33mg/L IC:29.09mg/L TN:26.27mg/L	3.194	2.21	0.5402	2.06	1	50	
Unknown	TOC/TN	MBR_12.12.2022_S2_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 13:33:28	1	5	TN	154.3	144.3	27.96	26.27	TOC:6.241mg/L TC:35.33mg/L IC:29.09mg/L TN:26.27mg/L	TOC:6.241mg/L TC:35.33mg/L IC:29.09mg/L TN:26.27mg/L	3.194	2.21	0.5402	2.06	1	50	
Unknown	TOC/TN	MBR_12.12.2022_S4_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TC_5_50ppm.2021_10_13_16_05_25.cal	1.00			12/12/2022 13:45:15	1	1	TC	11.14	10.67	2.807	2.693	TOC:1.346mg/L TC:2.693mg/L IC:1.347mg/L TN:30.18mg/L	TOC:1.346mg/L TC:2.693mg/L IC:1.347mg/L TN:30.18mg/L	0.1626	1.52	0.03899	1.45	1	50	
Unknown	TOC/TN	MBR_12.12.2022_S4_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TC_5_50ppm.2021_10_13_16_05_25.cal	1.00			12/12/2022 13:48:25	1	2	TC	10.78	10.67	2.721	2.693	TOC:1.346mg/L TC:2.693mg/L IC:1.347mg/L TN:30.18mg/L	TOC:1.346mg/L TC:2.693mg/L IC:1.347mg/L TN:30.18mg/L	0.1626	1.52	0.03899	1.45	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S4_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TC_5_50ppm.2021_10_13_16_05_25.cal	1.00			12/12/2022 13:51:48	1	3	TC	10.55	10.67	2.666	2.693	TOC:1.346mg/L TC:2.693mg/L IC:1.347mg/L TN:30.18mg/L	TOC:1.346mg/L TC:2.693mg/L IC:1.347mg/L TN:30.18mg/L	0.1626	1.52	0.03899	1.45	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S4_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_IC_5_50ppm.2021_10_14_18_13_31.cal	1.00			12/12/2022 13:54:23	1	1	IC	3.363	3.343	1.351	1.347	TOC:1.346mg/L TC:2.693mg/L IC:1.347mg/L TN:30.18mg/L	TOC:1.346mg/L TC:2.693mg/L IC:1.347mg/L TN:30.18mg/L	0.02899	0.87	0.00617	0.46	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S4_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_IC_5_50ppm.2021_10_14_18_13_31.cal	1.00			12/12/2022 13:56:32	1	2	IC	3.643	3.343	1.411	1.347	TOC:1.346mg/L TC:2.693mg/L IC:1.347mg/L TN:30.18mg/L	TOC:1.346mg/L TC:2.693mg/L IC:1.347mg/L TN:30.18mg/L	0.02899	0.87	0.00617	0.46	1	50	
Unknown	TOC/TN	MBR_12.12.2022_S4_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_IC_5_50ppm.2021_10_14_18_13_31.cal	1.00			12/12/2022 13:58:42	1	3	IC	3.191	3.343	1.315	1.347	TOC:1.346mg/L TC:2.693mg/L IC:1.347mg/L TN:30.18mg/L	TOC:1.346mg/L TC:2.693mg/L IC:1.347mg/L TN:30.18mg/L	0.02899	0.87	0.00617	0.46	1	50	
Unknown	TOC/TN	MBR_12.12.2022_S4_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_IC_5_50ppm.2021_10_14_18_13_31.cal	1.00			12/12/2022 14:00:51	1	4	IC	3.322	3.343	1.343	1.347	TOC:1.346mg/L TC:2.693mg/L IC:1.347mg/L TN:30.18mg/L	TOC:1.346mg/L TC:2.693mg/L IC:1.347mg/L TN:30.18mg/L	0.02899	0.87	0.00617	0.46	0	50	
Unknown	TOC/TN	MBR_12.12.2022_S4_DF4	Untitled	C:\TOC-L\Methods\TOC_TN_TOCandTN_5_50ppm.met	C:\TOC-L\CalCurves\TOC_TN_TN_5_50ppm.2021_10_14_05_56_33.cal	1.00			12/12/2022 13:45:15	1	1	TN	170.2	167.5	30.65	30.18	TOC:1.346mg/L TC:2.693mg/L IC:1.347mg/L TN:30.18mg/L	TOC:1.346mg/L TC:2.693mg/L IC:1.347mg/L TN:30.18mg/L	2.974	1.78	0.5030	1.67	0	50	
